Scenario;Response;Mean;Median;Minimum;Maximum;HalfWidth;Mean Confidence Interval Start;Mean Confidence Interval End;Upper Percentile;Upper Percentile Confidence Interval Start;Upper Percentile Confidence Interval End;Lower Percentile;Lower Percentile Confidence Interval Start;Lower Percentile Confidence Interval End
Scenario6;FailedRawOrder2;0;0;0;0;0;0;0;0;0;0;0;0;0
Scenario6;FailedRawOrder1;0,52;0;0;4;0,155116214497389;0,364883785502611;0,675116214497389;1;1;1;0;0;0
Scenario6;OrdersS3;32,34;32;26;39;0,631249781998163;31,7087502180018;32,9712497819982;35;34;36;30;29;31
Scenario6;OrdersS2;0;0;0;0;0;0;0;0;0;0;0;0;0
Scenario6;OrdersS1;32,34;32;26;39;0,631249781998163;31,7087502180018;32,9712497819982;35;34;36;30;29;31
Scenario6;Costs;384525;384000;307500;463500;7491,29588672747;377033,704113273;392016,295886727;415500;403500;420000;360000;343500;367500
Scenario6;NumberBackOrdered;4,02409646396998;3,1965448564728;0;20,2633713803997;0,643142743565652;3,38095372040432;4,66723920753563;5,62995569647307;4,63687881807682;6,54417296493602;1,71887635638915;1,31048521745199;2,21114811741393
Scenario6;AvarageQInStock;487,792705544745;486,601918104972;420,086977975556;551,334875223269;5,62921817315616;482,163487371589;493,421923717902;509,229781057647;498,112726385514;519,716504887308;471,527917077657;462,692628418259;474,599199326353
Scenario6;AvarageLeadTime;298,33778237581;297,831983027678;272,951257110198;337,514586839707;2,51876040673429;295,819021969076;300,856542782544;306,453203869565;302,919056148329;311,355658974839;289,270529580874;285,818559098552;291,171875863505
Scenario6;OrderFillRate;93,9804632885633;94,2028985507246;82,1917808219178;100;0,639649645200402;93,3408136433629;94,6201129337637;96,4285714285714;95,6521739130435;97,2222222222222;91,6083916083916;90,7801418439716;93,1034482758621
Scenario7;FailedRawOrder3;3,96;3;0;13;0,561231580787047;3,39876841921295;4,52123158078705;6;5;7;2;1;2
Scenario7;FailedRawOrder2;1,65;1;0;9;0,328697532971907;1,32130246702809;1,97869753297191;3;2;3;0;0;1
Scenario7;FailedRawOrder1;0;0;0;0;0;0;0;0;0;0;0;0;0
Scenario7;OrdersS3;24,25;24;19;31;0,506544330824963;23,743455669175;24,756544330825;26;26;26;22;22;23
Scenario7;OrdersS2;24,25;24;19;31;0,506544330824963;23,743455669175;24,756544330825;26;26;26;22;22;23
Scenario7;OrdersS1;0;0;0;0;0;0;0;0;0;0;0;0;0
Scenario7;Costs;335420;336000;252000;428000;6957,5192681927;328462,480731807;342377,519268193;364000;350000;364000;308000;302000;322000
Scenario7;NumberBackOrdered;12,8492465082666;11,8711584239928;0,894372398324713;38,3122868325175;1,41602563052793;11,4332208777387;14,2652721387945;16,4049507422859;13,9117357813814;18,5778782709777;8,61672514615804;6,26070037225032;9,43426122605136
Scenario7;AvarageQInStock;402,892621608155;404,093692513695;336,272583303656;487,180990894371;5,99042516282402;396,902196445331;408,883046770979;423,139818945755;414,545750071457;431,940110492562;381,895292059329;372,7367624786;393,953409665205
Scenario7;AvarageLeadTime;276,030927064168;276,504770126455;256,492332084961;317,363589001064;2,30396822328447;273,726958840884;278,334895287453;283,493131708672;280,795841830502;286,246631134716;267,243450139433;263,091515283744;270,005845363844
Scenario7;OrderFillRate;85,3136457621948;85,8156028368794;70,4545454545455;98,2456140350877;0,968610612360648;84,3450351498342;86,2822563745555;88,4615384615385;87,0689655172414;90;82,1705426356589;80,4878048780488;83,7209302325581
Scenario8;FailedRawOrder3;3,98;4;0;17;0,525993643238464;3,45400635676154;4,50599364323846;5;4;6;2;2;3
Scenario8;FailedRawOrder2;1,94;2;0;8;0,376654647703123;1,56334535229688;2,31665464770312;3;2;4;0;0;1
Scenario8;FailedRawOrder1;0;0;0;0;0;0;0;0;0;0;0;0;0
Scenario8;OrdersS3;28,3;28;23;36;0,540926225855413;27,7590737741446;28,8409262258554;30;29;31;27;26;27
Scenario8;OrdersS2;28,3;28;23;36;0,540926225855413;27,7590737741446;28,8409262258554;30;29;31;27;26;27
Scenario8;OrdersS1;0;0;0;0;0;0;0;0;0;0;0;0;0
Scenario8;Costs;343437,5;343000;281750;435750;6516,77893400688;336920,721065993;349954,278934007;362250;350000;374500;325500;318500;330750
Scenario8;NumberBackOrdered;7,06882258305665;5,83623351019643;0,0539361428642504;24,8319866235771;0,979632542193593;6,08919004086305;8,04845512525024;9,84861684271323;7,72893348281173;11,4411123547363;3,45875506238372;2,80697699059837;4,51710091884413
Scenario8;AvarageQInStock;442,727167418406;447,914483270006;375,40810909022;500,360055729796;5,92670725238488;436,800460166021;448,653874670791;465,787489181442;456,64530654198;471,268854856162;420,332391797131;408,780279364113;431,187210339894
Scenario8;AvarageLeadTime;285,209754044203;285,139834721604;259,941725566697;311,116508361173;2,33587669224717;282,873877351956;287,545630736451;294,339436712632;291,203264625615;297,202693724331;276,716962357696;274,242881438353;278,086707640661
Scenario8;OrderFillRate;90,6889065979019;91,2162162162162;78,343949044586;99,21875;0,831015436754032;89,8578911611478;91,5199220346559;93,4306569343066;92,9133858267717;94,6564885496183;88,4057971014493;85,6115107913669;89,2561983471074
Scenario9;FailedRawOrder3;3,96;4;0;17;0,6297611206568;3,3302388793432;4,5897611206568;6;5;6;2;1;3
Scenario9;FailedRawOrder2;1,81;2;0;6;0,329094585740386;1,48090541425961;2,13909458574039;3;2;4;0;0;1
Scenario9;FailedRawOrder1;0;0;0;0;0;0;0;0;0;0;0;0;0
Scenario9;OrdersS3;32,2;32;27;40;0,554707621594066;31,6452923784059;32,7547076215941;34;33;35;30;30;31
Scenario9;OrdersS2;32,2;32;27;40;0,554707621594066;31,6452923784059;32,7547076215941;34;33;35;30;30;31
Scenario9;OrdersS1;0;0;0;0;0;0;0;0;0;0;0;0;0
Scenario9;Costs;334905;331500;279000;409500;5781,68560218385;329123,314397816;340686,685602184;357000;346500;363000;315000;310500;325500
Scenario9;NumberBackOrdered;3,80253704504993;3,22029132103323;0,180449350606036;16,5716330770138;0,614546585154229;3,1879904598957;4,41708363020416;4,53410650766518;4,08970918486439;6,33000049641199;1,78948221157906;1,23926658461519;2,00374126744639
Scenario9;AvarageQInStock;490,004766456777;492,466085702659;418,114206053099;558,937218994472;5,80378574819805;484,200980708579;495,808552204975;512,558841571331;503,477201157072;517,95561700234;467,915485737629;457,074626724039;479,747369251751
Scenario9;AvarageLeadTime;297,594870358421;296,880096222066;270,141661325991;335,06625967909;2,55362931059282;295,041241047828;300,148499669014;304,984262795059;300,590768044078;310,85747953862;289,281757718365;285,526617433105;292,112193937825
Scenario9;OrderFillRate;94,2769157516981;94,6564885496183;84,1666666666667;99,1525423728814;0,597870527632171;93,6790452240659;94,8747862793303;96,2962962962963;95,6834532374101;96,8253968253968;92,5925925925926;91,6030534351145;93,3823529411765
